Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;superficie_lavorativa;tipo_eser_pa;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
PA/10632;VIA BELLOTTI FELICE N. 4 (z.d. 3);SERVIZI ALLA PERSONA;VIA BELLOTTI FELICE;4;3070;;TIPO A - REG.2003;20129;21;BUENOS AIRES - VENEZIA;3;920.784.208.552;454.706.270.299;45.4706270299, 9.20784208552
PA/10633;Viale BLIGNY N. 21 (z.d. 5);SERVIZI ALLA PERSONA;Viale BLIGNY;21;4045;25;TIPO A - REG.2003;20136;5;VIGENTINA;5;91.917.518.536;454.510.473.274;45.4510473274, 9.1917518536
PA/10246;Via MELLONI MACEDONIO N. 10 (z.d. 4);SERVIZI ALLA PERSONA;Via MELLONI MACEDONIO;10;3085;35;;20129;26;XXII MARZO;4;920.968.521.476;454.664.444.483;45.4664444483, 9.20968521476
PA/10247;Via WASHINGTON GIORGIO N. 104 (z.d. 6);SERVIZI ALLA PERSONA;Via WASHINGTON GIORGIO;104;6111;45;;20146;50;TORTONA;6;915.430.808.046;454.548.134.685;45.4548134685, 9.15430808046
PA/10551;Via GREGORIO (SAN) N. 27 (z.d. 3);SERVIZI ALLA PERSONA;Via GREGORIO (SAN);27;2123;;Acconciatore;20124;21;BUENOS AIRES - VENEZIA;3;920.470.055.733;454.793.382.416;45.4793382416, 9.20470055733
PA/10552;Via TERTULLIANO N. 35| (z.d. 4);SERVIZI ALLA PERSONA;Via TERTULLIANO;35;4094;33;Parrucchiere per signora;20137;28;UMBRIA - MOLISE;4;921.825.158.618;454.492.307.245;45.4492307245, 9.21825158618
PA/11120;Via BISTOLFI LEONARDO N. 2 (z.d. 3);SERVIZI ALLA PERSONA;Via BISTOLFI LEONARDO;2;2682;;;20134;23;LAMBRATE;3;924.565.824.353;454.720.623.273;45.4720623273, 9.24565824353
PA/11121;Via VODICE N. 1 (z.d. 7);SERVIZI ALLA PERSONA;Via VODICE;1;6552;;esecuzione di tatuaggi e piercing;20148;57;SELINUNTE;7;914.261.472.982;45.475.274.942;45.475274942, 9.14261472982
PA/10303;Via BELFIORE N. 10 (z.d. 7);SERVIZI ALLA PERSONA;Via BELFIORE;10;6246;;Acconciatore;20145;68;PAGANO;7;915.825.588.512;454.673.844.894;45.4673844894, 9.15825588512
PA/11129;Via LEPETIT ROBERTO N. 29 (z.d. 2);SERVIZI ALLA PERSONA;Via LEPETIT ROBERTO;29;2096;;;20124;10;CENTRALE;2;920.512.710.216.168;454.838.805.843.261;45.4838805843261, 9.20512710216168
PA/11219;Via SANZIO RAFFAELLO N. 26 (z.d. 7);SERVIZI ALLA PERSONA;Via SANZIO RAFFAELLO;26;6283;;Acconciatore;20149;58;DE ANGELI - MONTE ROSA;7;915.116.763.445;454.677.919.711;45.4677919711, 9.15116763445
PA/10791;Via GIOVANNI DA PROCIDA N. 7 (z.d. 8);SERVIZI ALLA PERSONA;Via GIOVANNI DA PROCIDA;7;7151;;Acconciatore;20145;68;PAGANO;8;916.221.183.298;454.795.347.191;45.4795347191, 9.16221183298
PA/10853;Via BIONDI EZIO N. 1 (z.d. 8);SERVIZI ALLA PERSONA;Via BIONDI EZIO;1;7186;;TIPO A - REG.2003;20154;69;SARPI;8;915.909.893.235;454.864.350.278;45.4864350278, 9.15909893235
PA/10858;Via TRIVULZIO ANTONIO TOLOMEO N. 20 (z.d. 7);SERVIZI ALLA PERSONA;Via TRIVULZIO ANTONIO TOLOMEO;20;6277;;Acconciatore;20146;52;BANDE NERE;7;914.431.260.327;454.654.803.848;45.4654803848, 9.14431260327
PA/11320;Piazza GIUSEPPE (SAN) N. 9 (z.d. 9);SERVIZI ALLA PERSONA;Piazza GIUSEPPE (SAN);9;1442;;Discipline bionaturali;20162;14;NIGUARDA - CA' GRANDA;9;920.541.619.269;455.266.723.935;45.5266723935, 9.20541619269
PA/11360;Largo LA FOPPA N. 4 (z.d. 1);SERVIZI ALLA PERSONA;Largo LA FOPPA;4;1033;;Acconciatore;20121;2;BRERA;1;918.508.657.385;454.781.509.209;45.4781509209, 9.18508657385
PA/10895;Viale TIBALDI N. 66 (z.d. 5);SERVIZI ALLA PERSONA;Viale TIBALDI;66;5234;;Acconciatore;20141;6;TICINESE;5;918.575.526.773;454.449.537.253;45.4449537253, 9.18575526773
PA/10199;Via SOLARI ANDREA N. 41 milano (z.d. 6);SERVIZI ALLA PERSONA;Via SOLARI ANDREA;41;5111;31;Acconciatore;20144;50;TORTONA;6;915.720.711.805;454.531.196.069;45.4531196069, 9.15720711805
PA/10200;Via ARBE N. 33 milano (z.d. 2);SERVIZI ALLA PERSONA;Via ARBE;33;1352;25;TIPO A - REG.2003;20125;12;MACIACHINI - MAGGIOLINA;2;91.976.648.975;45.498.079.226;45.498079226, 9.1976648975
PA/10289;Viale ZARA N. 116 (z.d. 2);SERVIZI ALLA PERSONA;Viale ZARA;116;1170;37;TIPO A - REG.2003;20125;12;MACIACHINI - MAGGIOLINA;2;919.665.783.196;454.986.102.519;45.4986102519, 9.19665783196
PA/10420;Largo BELLINTANI FRA' PAOLO N. 2 (z.d. 3);SERVIZI ALLA PERSONA;Largo BELLINTANI FRA' PAOLO;2;2124;;Acconciatore;20124;21;BUENOS AIRES - VENEZIA;3;920.481.880.294;454.771.639.453;45.4771639453, 9.20481880294
PA/10421;Via ANFOSSI AUGUSTO N. 2 (z.d. 4);SERVIZI ALLA PERSONA;Via ANFOSSI AUGUSTO;2;3071;;TIPO A - REG.2003;20135;26;XXII MARZO;4;920.836.462.643;454.605.674.603;45.4605674603, 9.20836462643
PA/10422;Via LOMAZZO PAOLO N. 25 (z.d. 8);SERVIZI ALLA PERSONA;Via LOMAZZO PAOLO;25;7079;;Discipline bionaturali;20154;69;SARPI;8;917.163.861.156;454.825.050.876;45.4825050876, 9.17163861156
PA/10749;Via TREBBIA N. 9 (z.d. 5);SERVIZI ALLA PERSONA;Via TREBBIA;9;4215;;TIPO A - REG.2003;20135;27;PTA ROMANA;5;920.118.712.105;454.479.473.478;45.4479473478, 9.20118712105
PA/10397;Viale CONI ZUGNA N. 10 (z.d. 7);SERVIZI ALLA PERSONA;Viale CONI ZUGNA;10;5110;;Acconciatore;20144;51;WASHINGTON;7;916.493.265.356;454.598.866.863;45.4598866863, 9.16493265356
PA/10398;Via SARPI FRA' PAOLO N. 58 (z.d. 8);SERVIZI ALLA PERSONA;Via SARPI FRA' PAOLO;58;7210;;Discipline bionaturali;20154;69;SARPI;8;91.713.114.857;45.481.098.251;45.481098251, 9.1713114857
PA/10501;Via RITA DA CASCIA (SANTA) N. 3 (z.d. 6);SERVIZI ALLA PERSONA;Via RITA DA CASCIA (SANTA);3;5301;25;Discipline bionaturali;20143;45;S. CRISTOFORO;6;914.846.304.352;454.424.525.521;45.4424525521, 9.14846304352
PA/10508;VIALE CORSICA N. 61 (z.d. 4);SERVIZI ALLA PERSONA;VIALE CORSICA;61;3262;34;TIPO A - REG.2003;20133;25;CORSICA;4;923.197.585.172;454.624.978.175;45.4624978175, 9.23197585172
PA/10535;Via OZANAM FEDERICO N. 9 (z.d. 3);SERVIZI ALLA PERSONA;Via OZANAM FEDERICO;9;2143;;Acconciatore;20129;21;BUENOS AIRES - VENEZIA;3;921.256.972.087;454.804.714.512;45.4804714512, 9.21256972087
PA/10540;VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 (z.d. 3);SERVIZI ALLA PERSONA;VIA PIERLUIGI GIOVANNI DA PALESTRINA;4;2235;;TIPO A - REG.2003;20124;21;BUENOS AIRES - VENEZIA;3;921.437.083.301;454.850.770.763;45.4850770763, 9.21437083301
PA/10265;Via ROSMINI ANTONIO N. 14 (z.d. 1);SERVIZI ALLA PERSONA;Via ROSMINI ANTONIO;14;7132;;;20154;69;SARPI;1;917.482.118.313;454.809.755.565;45.4809755565, 9.17482118313
PA/10266;Via TADINO ALESSANDRO N. 58 (z.d. 3);SERVIZI ALLA PERSONA;Via TADINO ALESSANDRO;58;2109;35;;20124;21;BUENOS AIRES - VENEZIA;3;921.104.050.596.284;45.482.293.338.128;45.482293338128, 9.21104050596284
PA/10347;VIA LOMAZZO PAOLO N. 39 (z.d. 8);SERVIZI ALLA PERSONA;VIA LOMAZZO PAOLO;39;7079;;TIPO A - REG.2003;20154;69;SARPI;8;917.033.681.955;454.837.945.148;45.4837945148, 9.17033681955
PA/10476;Via CASSINARI BRUNO N. 30 (z.d. 4);SERVIZI ALLA PERSONA;Via CASSINARI BRUNO;30;4386;;TIPO A - REG.2003;20138;33;ROGOREDO;4;924.406.174.609;454.379.766.391;45.4379766391, 9.24406174609
PA/10932;VIA ARSIA N. 7 (z.d. 8);SERVIZI ALLA PERSONA;VIA ARSIA;7;7472;;Acconciatore;20157;76;QUARTO OGGIARO;8;912.775.164.946;455.155.355.218;45.5155355218, 9.12775164946
PA/10933;Viale JENNER EDOARDO N. 50 (z.d. 9);SERVIZI ALLA PERSONA;Viale JENNER EDOARDO;50;1230;;Acconciatore;20158;79;DERGANO;9;9.175.205.541;454.969.996.595;45.4969996595, 9.175205541
PA/10934;Corso VERCELLI N. 29 (z.d. 7);SERVIZI ALLA PERSONA;Corso VERCELLI;29;6193;;;20144;51;WASHINGTON;7;916.090.243.208;454.663.493.252;45.4663493252, 9.16090243208
PA/10940;VIA SAVONA N. 7 (z.d. 6);SERVIZI ALLA PERSONA;VIA SAVONA;7;5122;25;TIPO A - REG.2003;20144;50;TORTONA;6;916.886.665.984;454.555.244.432;45.4555244432, 9.16886665984
PA/10941;VIA CARDUCCI GIOSUE' N. 9 attenzione nell'indirizzo sede legale hanno indicato via carducci n. 15 - numero civico che la toponomastica non riconosce (z.d. 1);SERVIZI ALLA PERSONA;VIA CARDUCCI GIOSUE';9;602;;TIPO A - REG.2003;20123;1;DUOMO;1;917.619.650.336;45.466.388.913;45.466388913, 9.17619650336
PA/11007;Via FERRARI GAUDENZIO N. 12 (z.d. 1);SERVIZI ALLA PERSONA;Via FERRARI GAUDENZIO;12;5167;62;;20123;6;TICINESE;1;917.612.127.105;454.552.314.244;45.4552314244, 9.17612127105
PA/11008;Via MAROCCO PIETRO N. 10 (z.d. 2);SERVIZI ALLA PERSONA;Via MAROCCO PIETRO;10;2265;;Acconciatore;20127;20;LORETO;2;921.301.523.463;454.895.283.845;45.4895283845, 9.21301523463
PA/11016;RIPA PORTA TICINESE (DI) N. 75 (z.d. 6);SERVIZI ALLA PERSONA;RIPA PORTA TICINESE (DI);75;658;;;;;;;;;
PA/11075;Via SCARLATTI DOMENICO N. 20 (z.d. 3);SERVIZI ALLA PERSONA;Via SCARLATTI DOMENICO;20;2136;;;20124;21;BUENOS AIRES - VENEZIA;3;92.089.731.763;454.831.887.767;45.4831887767, 9.2089731763
PA/10619;Via PASSERONI GIAN CARLO N. 6 (z.d. 5);SERVIZI ALLA PERSONA;Via PASSERONI GIAN CARLO;6;4065;;TIPO A - REG.2003;20135;27;PTA ROMANA;5;92.049.167.746;454.495.812.752;45.4495812752, 9.2049167746
PA/10628;Via GALENO CLAUDIO N. 22 (z.d. 2);SERVIZI ALLA PERSONA;Via GALENO CLAUDIO;22;2447;25;Acconciatore;20126;16;VLE MONZA;2;922.518.499.148;455.198.528.494;45.5198528494, 9.22518499148
PA/10759;VIA PALMIERI NICOLA N. 19 (z.d. 5);SERVIZI ALLA PERSONA;VIA PALMIERI NICOLA;19;5323;;Acconciatore;20141;42;STADERA;5;917.834.349.165;454.350.443.952;45.4350443952, 9.17834349165
PA/10982;Via FACCIO FRANCO N. 15 attenzione hanno indicato sede attivita' via faccio 15-19 (z.d. 9);SERVIZI ALLA PERSONA;Via FACCIO FRANCO;15;1562;;;20161;80;AFFORI;9;916.959.719.471;455.185.654.252;45.5185654252, 9.16959719471
PA/11106;Largo BRASILIA N. 4 (z.d. 6);SERVIZI ALLA PERSONA;Largo BRASILIA;4;6145;33;;20146;52;BANDE NERE;6;913.588.237.516;454.513.776.049;45.4513776049, 9.13588237516
PA/11077;Via ZANOLI ALESSANDRO N. 25 (z.d. 9);SERVIZI ALLA PERSONA;Via ZANOLI ALESSANDRO;25;1548;;;20161;80;AFFORI;9;917.005.404.729;455.154.071.271;45.5154071271, 9.17005404729
PA/11078;VIA UNIONE (DELL') N. 1 (z.d. 1);SERVIZI ALLA PERSONA;VIA UNIONE (DELL');1;521;;Acconciatore;20123;1;DUOMO;1;918.717.531.506;454.624.139.537;45.4624139537, 9.18717531506
PA/11088;Via ARICI CESARE N. 2 (z.d. 2);SERVIZI ALLA PERSONA;Via ARICI CESARE;2;2464;;Acconciatore;20127;19;PADOVA;2;923.981.628.949;455.038.806.645;45.5038806645, 9.23981628949
PA/11115;Via UCCELLO PAOLO N. 10 (z.d. 8);SERVIZI ALLA PERSONA;Via UCCELLO PAOLO;10;6421;;;20148;58;DE ANGELI - MONTE ROSA;8;914.768.997.643;454.815.046.188;45.4815046188, 9.14768997643
PA/11017;Viale MURILLO SEBASTIANO BARTOLOMEO N. 11 attenzione l'indirizzo residenza titolare non è stato possibile inserirla non in elenco toponomasticomilano - via coluccio salutati n. 7 (z.d. 7);SERVIZI ALLA PERSONA;Viale MURILLO SEBASTIANO BARTOLOMEO;11;6551;;;20148;57;SELINUNTE;7;914.395.644.217;454.726.968.736;45.4726968736, 9.14395644217
PA/11117;Via LORENTEGGIO N. 157 (z.d. 6);SERVIZI ALLA PERSONA;Via LORENTEGGIO;157;5132;;esecuzione di tatuaggi e piercing;20146;49;GIAMBELLINO;6;913.820.093.075;454.502.929.692;45.4502929692, 9.13820093075
PA/11119;Via PAPI LAZZARO N. 12 (z.d. 4);SERVIZI ALLA PERSONA;Via PAPI LAZZARO;12;4071;;;20135;27;PTA ROMANA;4;920.746.371.319;454.507.116.923;45.4507116923, 9.20746371319
PA/10671;Via MONTE SAN GENESIO N. 5 (z.d. 9);SERVIZI ALLA PERSONA;Via MONTE SAN GENESIO;5;1299;;;20158;79;DERGANO;9;918.264.218.757;45.500.497.492;45.500497492, 9.18264218757
PA/10731;Via MEDA GIUSEPPE N. 13 (z.d. 5);SERVIZI ALLA PERSONA;Via MEDA GIUSEPPE;13;5242;63;TIPO A - REG.2003;20136;6;TICINESE;5;917.929.860.591;454.446.396.836;45.4446396836, 9.17929860591
PA/10856;VIALE PICENO N. 1 (z.d. 4);SERVIZI ALLA PERSONA;VIALE PICENO;1;3114;;TIPO A - REG.2003;20129;26;XXII MARZO;4;921.706.919.484;454.632.125.551;45.4632125551, 9.21706919484
PA/11180;Via FORZE ARMATE (DELLE) N. 329 (z.d. 7);SERVIZI ALLA PERSONA;Via FORZE ARMATE (DELLE);329;6643;;Acconciatore;20152;56;FORZE ARMATE;7;909.837.135.158;454.599.258.508;45.4599258508, 9.09837135158
PA/11122;Via RIPAMONTI GIUSEPPE N. 110 n. 141 (z.d. 5);SERVIZI ALLA PERSONA;Via RIPAMONTI GIUSEPPE;110;4066;;;20141;37;Ex OM - MORIVIONE;5;919.979.457.026;454.396.167.878;45.4396167878, 9.19979457026
PA/11246;Via RUGGERO DI LAURIA N. 15 (z.d. 8);SERVIZI ALLA PERSONA;Via RUGGERO DI LAURIA;15;7163;;Acconciatore|TIPO A - REG.2003;20149;67;PORTELLO;8;915.602.816.621;454.868.136.315;45.4868136315, 9.15602816621
PA/11247;CORSO PORTA VITTORIA (DI) N. 8 (z.d. 1);SERVIZI ALLA PERSONA;CORSO PORTA VITTORIA (DI);8;3016;;TIPO A - REG.2003;20122;4;GUASTALLA;1;919.847.504.234;454.621.381.792;45.4621381792, 9.19847504234
PA/11293;VIA CASARSA N. 9 (z.d. 9);SERVIZI ALLA PERSONA;VIA CASARSA;9;1577;;Discipline bionaturali;20161;83;BRUZZANO;9;917.450.287.882;455.244.860.122;45.5244860122, 9.17450287882
PA/10195;VIA CIVITALI MATTEO N. 25 milano (z.d. 7);SERVIZI ALLA PERSONA;VIA CIVITALI MATTEO;25;6569;29;Acconciatore;20148;57;SELINUNTE;7;913.417.984.481;454.707.774.352;45.4707774352, 9.13417984481
PA/10197;Via PILO ROSOLINO N. 9 (z.d. 3);SERVIZI ALLA PERSONA;Via PILO ROSOLINO;9;2189;;Acconciatore;20129;21;BUENOS AIRES - VENEZIA;3;921.226.446.985;454.735.975.323;45.4735975323, 9.21226446985
PA/10232;VIALE VITTORIO VENETO N. 24 milano (z.d. 2);SERVIZI ALLA PERSONA;VIALE VITTORIO VENETO;24;2107;32;Acconciatore;20124;10;CENTRALE;2;919.974.935.161;454.773.202.089;45.4773202089, 9.19974935161
PA/10652;Piazza DUCA D'AOSTA N. 9 (z.d. 2);SERVIZI ALLA PERSONA;Piazza DUCA D'AOSTA;9;1200;;TIPO A - REG.2003;20124;10;CENTRALE;2;92.019.350.528.856;454.857.991.093.825;45.4857991093825, 9.2019350528856
PA/10656;Via PORPORA NICOLA ANTONIO N. 119 (z.d. 3);SERVIZI ALLA PERSONA;Via PORPORA NICOLA ANTONIO;119;2229;;TIPO A - REG.2003;20131;20;LORETO;3;922.832.350.663;45.486.173.855;45.486173855, 9.22832350663
PA/10608;Corso ITALIA N. 36 (z.d. 1);SERVIZI ALLA PERSONA;Corso ITALIA;36;526;;Acconciatore;20122;1;DUOMO;1;918.737.582.283;454.565.560.866;45.4565560866, 9.18737582283
PA/10790;VIA VENINI GIULIO E CORRADO N. 71 (z.d. 2);SERVIZI ALLA PERSONA;VIA VENINI GIULIO E CORRADO;71;2258;;Discipline bionaturali;20127;20;LORETO;2;921.624.796.788;454.925.675.572;45.4925675572, 9.21624796788
PA/10793;Via PALERMO N. 1 (z.d. 1);SERVIZI ALLA PERSONA;Via PALERMO;1;1025;32;;20121;2;BRERA;1;918.621.788.622;454.750.972.947;45.4750972947, 9.18621788622
PA/10799;Corso LODI N. 130 (z.d. 4);SERVIZI ALLA PERSONA;Corso LODI;130;4068;;Acconciatore;20139;35;LODI - CORVETTO;4;922.307.010.637;454.402.982.525;45.4402982525, 9.22307010637
PA/10803;Via DALMAZIA N. 2 (z.d. 4);SERVIZI ALLA PERSONA;Via DALMAZIA;2;3363;;TIPO A - REG.2003;20138;30;MECENATE;4;924.263.087.659;454.572.702.266;45.4572702266, 9.24263087659
PA/10804;Via COMACCHIO N. 4 (z.d. 4);SERVIZI ALLA PERSONA;Via COMACCHIO;4;4279;;TIPO A - REG.2003;20139;35;LODI - CORVETTO;4;921.898.352.063;454.375.026.035;45.4375026035, 9.21898352063
PA/10805;Via FORZE ARMATE (DELLE) N. 326 (z.d. 7);SERVIZI ALLA PERSONA;Via FORZE ARMATE (DELLE);326;6643;;TIPO A - REG.2003;20152;56;FORZE ARMATE;7;909.843.909.534;454.601.401.614;45.4601401614, 9.09843909534
PA/10808;Via GIOVANNI DA PROCIDA N. 26 (z.d. 8);SERVIZI ALLA PERSONA;Via GIOVANNI DA PROCIDA;26;7151;;Acconciatore;20149;67;PORTELLO;8;915.836.883.712;454.827.974.978;45.4827974978, 9.15836883712
PA/10502;VIALE D'ANNUNZIO GABRIELE N. 3 (z.d. 1);SERVIZI ALLA PERSONA;VIALE D'ANNUNZIO GABRIELE;3;658;32;Discipline bionaturali;20123;1;DUOMO;1;917.754.762.318;454.650.073.038;45.4650073038, 9.17754762318
PA/10258;Piazzale BIANCAMANO N. 1 (z.d. 1);SERVIZI ALLA PERSONA;Piazzale BIANCAMANO;1;7083;;Centro benessere;20154;69;SARPI;1;918.061.626.511;454.783.738.006;45.4783738006, 9.18061626511
PA/10434;VIA MAURILIO (SAN) N. 18 (z.d. 1);SERVIZI ALLA PERSONA;VIA MAURILIO (SAN);18;658;;TIPO A - REG.2003;;;;;;;
PA/11557;VIA PIRANESI GIOVANNI BATTISTA N. 22 (z.d. 4);SERVIZI ALLA PERSONA;VIA PIRANESI GIOVANNI BATTISTA;22;3263;;Discipline bionaturali;20137;25;CORSICA;4;922.876.199.216;454.605.752.047;45.4605752047, 9.22876199216
PA/10992;VIA PISTRUCCI SCIPIONE N. 5 (z.d. 4);SERVIZI ALLA PERSONA;VIA PISTRUCCI SCIPIONE;5;3215;42;TIPO A - REG.2003;20137;28;UMBRIA - MOLISE;4;921.745.190.005;454.553.329.976;45.4553329976, 9.21745190005
PA/10473;Via LOMELLINA N. 9 (z.d. 4);SERVIZI ALLA PERSONA;Via LOMELLINA;9;3280;;TIPO A - REG.2003;20133;25;CORSICA;4;92.299.775.279;45.463.514.193;45.463514193, 9.2299775279
PA/10479;Via GIUSTI GIUSEPPE N. 8 (z.d. 1);SERVIZI ALLA PERSONA;Via GIUSTI GIUSEPPE;8;7127;;Discipline bionaturali;20154;69;SARPI;1;917.857.216.643;454.804.229.792;45.4804229792, 9.17857216643
PA/10665;VIA GIAMBELLINO N. 41A (z.d. 6);SERVIZI ALLA PERSONA;VIA GIAMBELLINO;41A;5136;25;TIPO A - REG.2003;20146;49;GIAMBELLINO;6;91.481.628.641;454.503.290.219;45.4503290219, 9.1481628641
PA/10666;Via LODOVICO IL MORO N. 135 (z.d. 6);SERVIZI ALLA PERSONA;Via LODOVICO IL MORO;135;5290;38;TIPO A - REG.2003;20142;48;RONCHETTO S/N;6;913.330.785.194;454.421.612.566;45.4421612566, 9.13330785194
PA/10667;Via MELLONI MACEDONIO N. 19 (z.d. 4);SERVIZI ALLA PERSONA;Via MELLONI MACEDONIO;19;3085;25;Acconciatore;20129;26;XXII MARZO;4;921.104.956.605;454.666.562.594;45.4666562594, 9.21104956605
PA/10710;VIA ANFOSSI AUGUSTO N. 5 (z.d. 4);SERVIZI ALLA PERSONA;VIA ANFOSSI AUGUSTO;5;3071;43;Discipline bionaturali;20135;26;XXII MARZO;4;920.887.269.991;454.606.296.407;45.4606296407, 9.20887269991
PA/10812;VIA PETROCCHI POLICARPO N. 21 (z.d. 2);SERVIZI ALLA PERSONA;VIA PETROCCHI POLICARPO;21;2320;77;Discipline bionaturali;20127;19;PADOVA;2;922.503.073.925;45.502.819.012;45.502819012, 9.22503073925
PA/10897;Via TRENNO N. 15 (z.d. 8);SERVIZI ALLA PERSONA;Via TRENNO;15;6491;;Acconciatore;20151;65;GALLARATESE;8;912.761.803.317;454.860.165.962;45.4860165962, 9.12761803317
PA/10929;Via SANZIO RAFFAELLO N. 36 (z.d. 7);SERVIZI ALLA PERSONA;Via SANZIO RAFFAELLO;36;6283;;;20149;58;DE ANGELI - MONTE ROSA;7;915.028.902.937;454.672.209.232;45.4672209232, 9.15028902937
PA/11014;Via NULLO FRANCESCO N. 8 (z.d. 3);SERVIZI ALLA PERSONA;Via NULLO FRANCESCO;8;3111;;TIPO A - REG.2003;20129;21;BUENOS AIRES - VENEZIA;3;921.846.412.508.031;454.686.563.690.051;45.4686563690051, 9.21846412508031
PA/11149;VIA VENINI GIULIO E CORRADO N. 26 (z.d. 2);SERVIZI ALLA PERSONA;VIA VENINI GIULIO E CORRADO;26;2258;;Discipline bionaturali;20127;20;LORETO;2;921.392.069.156;454.891.438.572;45.4891438572, 9.21392069156
PA/11156;Via TIEPOLO GIAN BATTISTA N. 1 (z.d. 3);SERVIZI ALLA PERSONA;Via TIEPOLO GIAN BATTISTA;1;3126;;;20129;21;BUENOS AIRES - VENEZIA;3;921.831.956.038;454.729.966.273;45.4729966273, 9.21831956038
PA/11225;Via MEDA GIUSEPPE N. 38 (z.d. 5);SERVIZI ALLA PERSONA;Via MEDA GIUSEPPE;38;5242;;esecuzione di tatuaggi e piercing;20141;43;TIBALDI;5;917.863.169.088;454.414.299.721;45.4414299721, 9.17863169088
PA/10615;Via COMUNE ANTICO N. 2 (z.d. 2);SERVIZI ALLA PERSONA;Via COMUNE ANTICO;2;1420;;esecuzione di tatuaggi e piercing;20125;13;GRECO;2;920.978.009.719;455.015.755.579;45.5015755579, 9.20978009719
PA/10750;VIA CARMAGNOLA N. 7 (z.d. 9);SERVIZI ALLA PERSONA;VIA CARMAGNOLA;7;1129;25;Discipline bionaturali;20159;11;ISOLA;9;918.682.403.632;454.868.410.603;45.4868410603, 9.18682403632
PA/10942;Via PESTALOZZI GIOVANNI ENRICO N. 4 (z.d. 6);SERVIZI ALLA PERSONA;Via PESTALOZZI GIOVANNI ENRICO;4;5294;26;;20143;45;S. CRISTOFORO;6;915.502.835.656;454.468.481.705;45.4468481705, 9.15502835656
PA/10966;Via PALMANOVA N. 52 (z.d. 3);SERVIZI ALLA PERSONA;Via PALMANOVA;52;2390;;Discipline bionaturali;20132;18;Parco Lambro - CIMIANO;3;923.641.507.979;454.959.729.295;45.4959729295, 9.23641507979
PA/11118;Via LARIO N. 9 (z.d. 9);SERVIZI ALLA PERSONA;Via LARIO;9;1171;28;Parrucchiere per signora;20159;11;ISOLA;9;918.977.213.253;454.918.891.321;45.4918891321, 9.18977213253
PA/10737;Via TRAIANO MARCO ULPIO N. 62 (z.d. 8);SERVIZI ALLA PERSONA;Via TRAIANO MARCO ULPIO;62;7157;12;TIPO A - REG.2003;20149;71;VILLAPIZZONE;8;914.874.016.905;454.901.449.211;45.4901449211, 9.14874016905
PA/11330;Via MALPIGHI MARCELLO N. 3 (z.d. 3);SERVIZI ALLA PERSONA;Via MALPIGHI MARCELLO;3;2182;;Acconciatore;20129;21;BUENOS AIRES - VENEZIA;3;920.714.832.147;454.746.164.087;45.4746164087, 9.20714832147
PA/11303;VIA MONTI VINCENZO N. 56 (z.d. 1);SERVIZI ALLA PERSONA;VIA MONTI VINCENZO;56;6155;;Centro benessere|TIPO A - REG.2003;20123;7;MAGENTA - S. VITTORE;1;916.805.773.189;454.719.358.447;45.4719358447, 9.16805773189
PA/11065;Piazzale NEGRELLI LUIGI N. 4 (z.d. 6);SERVIZI ALLA PERSONA;Piazzale NEGRELLI LUIGI;4;5368;;;20143;48;RONCHETTO S/N;6;913.906.621.179;454.435.654.513;45.4435654513, 9.13906621179
PA/11066;Via BARONI COSTANTINO N. 7 (z.d. 5);SERVIZI ALLA PERSONA;Via BARONI COSTANTINO;7;5422;;;20142;41;GRATOSOGLIO - TICINELLO;5;917.367.542.659;454.119.474.787;45.4119474787, 9.17367542659
PA/11089;CORSO PORTA ROMANA (DI) N. 40 (z.d. 1);SERVIZI ALLA PERSONA;CORSO PORTA ROMANA (DI);40;658;;Acconciatore;;;;;;;
PA/11181;Via LOMAZZO PAOLO N. 16 (z.d. 8);SERVIZI ALLA PERSONA;Via LOMAZZO PAOLO;16;7079;;;20154;69;SARPI;8;917.235.362.883;454.819.960.735;45.4819960735, 9.17235362883
PA/11182;Via VAL CANNOBINA N. 11 (z.d. 7);SERVIZI ALLA PERSONA;Via VAL CANNOBINA;11;6771;;;20152;55;BAGGIO;7;909.021.539.296;454.590.323.185;45.4590323185, 9.09021539296
PA/11183;Via VAL CANNOBINA N. 11 (z.d. 7);SERVIZI ALLA PERSONA;Via VAL CANNOBINA;11;6771;;;20152;55;BAGGIO;7;909.021.539.296;454.590.323.185;45.4590323185, 9.09021539296
PA/11295;Via WATT GIACOMO N. 1 (z.d. 6);SERVIZI ALLA PERSONA;Via WATT GIACOMO;1;5292;;Acconciatore;20143;45;S. CRISTOFORO;6;915.472.730.004;45.444.406.008;45.444406008, 9.15472730004
PA/10478;Via MASOTTO UMBERTO N. 16 (z.d. 4);SERVIZI ALLA PERSONA;Via MASOTTO UMBERTO;16;3283;;TIPO A - REG.2003;20133;25;CORSICA;4;923.224.898.707;454.668.673.703;45.4668673703, 9.23224898707
PA/10687;Via SARPI FRA' PAOLO N. 31 (z.d. 1);SERVIZI ALLA PERSONA;Via SARPI FRA' PAOLO;31;7210;;esecuzione di tatuaggi e piercing;20154;69;SARPI;1;917.542.617.965;454.812.899.587;45.4812899587, 9.17542617965
