CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat,Class
flat,scaly,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,poisonous
convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,woods,edible
flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,edible
flat,fibrous,brown,False,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,edible
convex,smooth,cinnamon,True,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
flat,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses,edible
knobbed,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,cinnamon,True,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths,poisonous
flat,fibrous,gray,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods,edible
convex,smooth,brown,False,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,grasses,poisonous
convex,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,edible
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods,edible
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,poisonous
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,woods,poisonous
convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods,edible
convex,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,edible
flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods,edible
flat,scaly,white,True,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows,poisonous
flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,fibrous,white,False,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,woods,poisonous
flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses,poisonous
knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,smooth,gray,False,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths,edible
flat,fibrous,white,False,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods,edible
bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,edible
convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses,poisonous
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,grasses,poisonous
convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,edible
convex,scaly,brown,False,none,free,close,narrow,white,enlarging,Missing[],silky,scaly,white,yellow,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods,edible
convex,fibrous,white,False,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,woods,poisonous
bell,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,edible
flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,edible
knobbed,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
bell,scaly,buff,True,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows,poisonous
convex,smooth,gray,False,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,yellow,True,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,brown,False,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods,edible
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,smooth,brown,False,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses,poisonous
flat,fibrous,white,False,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
bell,smooth,white,False,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,smooth,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves,edible
flat,smooth,white,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods,poisonous
convex,scaly,brown,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,edible
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,edible
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,poisonous
convex,scaly,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,edible
convex,smooth,gray,True,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban,poisonous
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
bell,smooth,white,False,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
bell,smooth,gray,False,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods,edible
convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,grasses,poisonous
convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods,poisonous
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,buff,True,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,poisonous
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,edible
flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,woods,poisonous
bell,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,edible
convex,smooth,gray,False,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,edible
bell,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,edible
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,scaly,brown,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths,edible
flat,fibrous,brown,False,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
knobbed,smooth,brown,False,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,edible
convex,smooth,gray,False,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
flat,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,fibrous,white,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods,poisonous
flat,smooth,buff,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses,poisonous
flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods,edible
bell,smooth,white,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,smooth,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods,edible
flat,scaly,brown,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths,edible
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,woods,poisonous
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,edible
knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,paths,poisonous
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods,edible
flat,scaly,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
flat,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths,edible
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,edible
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods,edible
flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods,edible
flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
flat,fibrous,brown,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,paths,poisonous
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods,edible
convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,edible
bell,fibrous,gray,False,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,edible
convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods,edible
convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods,poisonous
flat,fibrous,white,False,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods,edible
flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,paths,poisonous
convex,smooth,brown,False,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,grasses,poisonous
flat,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
bell,fibrous,gray,False,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,fibrous,cinnamon,False,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,edible
flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,buff,True,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban,poisonous
convex,smooth,gray,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,poisonous
knobbed,fibrous,cinnamon,False,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,edible
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,edible
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,grasses,poisonous
flat,fibrous,brown,False,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,brown,False,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
knobbed,scaly,yellow,False,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
bell,fibrous,white,False,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,gray,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods,edible
bell,fibrous,gray,False,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,scaly,pink,True,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,edible
convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses,poisonous
flat,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,woods,poisonous
flat,scaly,white,True,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,poisonous
knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
convex,fibrous,white,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,scaly,white,False,none,free,close,narrow,white,enlarging,Missing[],smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,woods,edible
convex,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods,poisonous
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,edible
convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods,edible
convex,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,edible
flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods,edible
knobbed,smooth,red,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,edible
convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
flat,scaly,brown,False,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
convex,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,edible
flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods,edible
convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods,edible
flat,scaly,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths,poisonous
flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses,edible
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,buff,True,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses,poisonous
